campaign_id,user_id,sent_date,campaign_type,success
683,1768,2025-05-03,Refer & Earn,0
684,8753,2025-03-12,Cashback,1
685,3934,2025-04-28,Personalized Offer,1
686,14,2025-03-27,Cashback,0
687,2215,2025-05-16,Refer & Earn,1
688,4407,2025-05-07,Refer & Earn,1
689,6743,2025-03-30,Win-back,0
690,4566,2025-05-11,Refer & Earn,1
691,2350,2025-04-15,Win-back,0
692,8932,2025-04-17,Win-back,1
693,8538,2025-05-06,Refer & Earn,0
694,7141,2025-04-21,Personalized Offer,0
695,7863,2025-05-18,Win-back,0
696,3535,2025-05-23,Personalized Offer,1
697,8467,2025-03-27,Refer & Earn,1
698,3188,2025-04-05,Personalized Offer,1
699,9419,2025-06-02,Cashback,1
700,2530,2025-04-15,Personalized Offer,1
701,9552,2025-03-28,Cashback,0
702,2366,2025-05-10,Cashback,0
703,1350,2025-03-25,Win-back,1
704,1760,2025-05-12,Personalized Offer,1
705,2240,2025-03-27,Personalized Offer,0
706,5756,2025-03-15,Personalized Offer,1
707,5440,2025-06-02,Cashback,1
708,8014,2025-06-01,Win-back,1
709,5301,2025-04-02,Win-back,0
710,5398,2025-05-06,Win-back,1
711,1395,2025-05-14,Cashback,0
712,5371,2025-05-18,Personalized Offer,1
713,6386,2025-05-23,Personalized Offer,1
714,8031,2025-03-16,Personalized Offer,0
715,189,2025-05-18,Personalized Offer,1
716,2373,2025-04-10,Win-back,1
717,933,2025-04-20,Cashback,0
718,6173,2025-05-19,Cashback,1
719,7296,2025-05-14,Win-back,0
720,2302,2025-03-16,Cashback,0
721,5396,2025-05-23,Cashback,0
722,6961,2025-05-17,Refer & Earn,1
723,7290,2025-05-03,Personalized Offer,1
724,9420,2025-06-05,Personalized Offer,0
725,2467,2025-05-16,Refer & Earn,1
726,7069,2025-04-03,Cashback,0
727,1996,2025-04-02,Win-back,1
728,7647,2025-05-01,Personalized Offer,1
729,6665,2025-03-18,Cashback,1
730,5935,2025-04-23,Win-back,0
731,8190,2025-05-04,Win-back,0
732,2953,2025-04-23,Refer & Earn,1
733,6377,2025-06-02,Win-back,1
734,7250,2025-04-18,Win-back,0
735,1776,2025-05-28,Win-back,1
736,4436,2025-05-07,Refer & Earn,0
737,4912,2025-03-25,Refer & Earn,0
738,6582,2025-06-07,Cashback,0
739,3116,2025-05-10,Win-back,0
740,9347,2025-04-01,Refer & Earn,1
741,2316,2025-05-24,Win-back,0
742,6428,2025-05-03,Cashback,1
743,401,2025-04-25,Win-back,0
744,652,2025-03-18,Win-back,0
745,5651,2025-04-24,Win-back,1
746,602,2025-05-09,Cashback,0
747,2912,2025-05-05,Cashback,0
748,3821,2025-05-17,Personalized Offer,1
749,6317,2025-06-08,Refer & Earn,1
750,3807,2025-05-28,Refer & Earn,0
751,1361,2025-04-10,Win-back,1
752,8873,2025-06-01,Refer & Earn,0
753,1050,2025-03-13,Refer & Earn,1
754,143,2025-05-26,Cashback,1
755,580,2025-04-22,Cashback,1
756,4554,2025-04-11,Cashback,1
757,968,2025-04-06,Refer & Earn,1
758,7500,2025-05-25,Refer & Earn,1
759,170,2025-06-01,Win-back,1
760,2053,2025-04-10,Cashback,1
761,7498,2025-06-01,Win-back,0
762,8166,2025-03-26,Refer & Earn,0
763,585,2025-05-12,Refer & Earn,0
764,6280,2025-05-20,Personalized Offer,1
765,9238,2025-05-24,Refer & Earn,0
766,1520,2025-05-10,Refer & Earn,0
767,9438,2025-04-30,Personalized Offer,0
768,8250,2025-05-12,Refer & Earn,1
769,3448,2025-05-13,Personalized Offer,0
770,8020,2025-05-16,Cashback,1
771,1617,2025-04-26,Win-back,1
772,6775,2025-03-20,Cashback,0
773,8673,2025-03-24,Refer & Earn,0
774,8336,2025-05-07,Win-back,0
775,1592,2025-03-14,Cashback,0
776,5300,2025-06-06,Personalized Offer,1
777,6860,2025-04-10,Cashback,0
778,9995,2025-05-26,Personalized Offer,1
779,1952,2025-04-05,Personalized Offer,0
780,7660,2025-03-26,Win-back,0
781,4788,2025-03-24,Win-back,1
782,3224,2025-04-13,Cashback,1
783,3859,2025-05-07,Win-back,1
784,7589,2025-04-25,Win-back,1
785,2211,2025-06-04,Cashback,1
786,2589,2025-04-12,Win-back,0
787,9002,2025-03-11,Win-back,0
788,1715,2025-05-17,Refer & Earn,0
789,8521,2025-05-24,Personalized Offer,1
790,6975,2025-04-26,Win-back,0
791,7883,2025-04-30,Cashback,0
792,9290,2025-05-16,Personalized Offer,1
793,3655,2025-05-14,Win-back,0
794,3470,2025-04-15,Cashback,0
795,3117,2025-03-22,Personalized Offer,0
796,3509,2025-04-19,Refer & Earn,0
797,5016,2025-03-16,Refer & Earn,1
798,501,2025-04-07,Cashback,0
799,5652,2025-04-20,Refer & Earn,0
800,576,2025-03-20,Personalized Offer,1
801,2070,2025-04-26,Refer & Earn,1
802,8374,2025-03-27,Personalized Offer,1
803,5880,2025-05-02,Refer & Earn,1
804,1491,2025-04-07,Win-back,1
805,6999,2025-05-20,Win-back,0
806,3954,2025-05-29,Cashback,0
807,8640,2025-05-22,Refer & Earn,0
808,7624,2025-04-21,Cashback,0
809,6034,2025-04-03,Win-back,0
810,5689,2025-03-22,Refer & Earn,1
811,2683,2025-04-15,Refer & Earn,0
812,7584,2025-03-21,Refer & Earn,1
813,8077,2025-04-30,Win-back,1
814,7746,2025-05-30,Cashback,1
815,3670,2025-03-13,Win-back,0
816,6266,2025-03-22,Win-back,0
817,3213,2025-05-25,Personalized Offer,1
818,2400,2025-05-15,Refer & Earn,1
819,9996,2025-05-29,Win-back,1
820,378,2025-03-12,Refer & Earn,0
821,8279,2025-05-13,Refer & Earn,0
822,5797,2025-05-07,Personalized Offer,1
823,9195,2025-03-19,Cashback,0
824,9046,2025-04-01,Cashback,1
825,492,2025-03-26,Cashback,1
826,612,2025-04-07,Personalized Offer,1
827,6414,2025-03-26,Cashback,0
828,9436,2025-04-06,Personalized Offer,1
829,2513,2025-04-18,Win-back,0
830,4378,2025-05-11,Win-back,0
831,8303,2025-05-21,Win-back,1
832,8852,2025-04-21,Refer & Earn,1
833,1394,2025-04-18,Refer & Earn,1
834,8149,2025-05-06,Win-back,0
835,6735,2025-03-26,Cashback,1
836,7545,2025-05-16,Cashback,1
837,3867,2025-06-02,Personalized Offer,0
838,897,2025-03-16,Refer & Earn,0
839,4506,2025-04-28,Cashback,0
840,6255,2025-03-24,Refer & Earn,1
841,7013,2025-03-26,Win-back,1
842,5128,2025-04-05,Win-back,0
843,507,2025-05-04,Refer & Earn,0
844,4081,2025-06-01,Refer & Earn,1
845,6826,2025-05-11,Win-back,1
846,1748,2025-03-31,Win-back,0
847,1959,2025-04-05,Cashback,1
848,290,2025-05-08,Refer & Earn,0
849,2639,2025-04-22,Cashback,1
850,9865,2025-03-14,Refer & Earn,1
851,4247,2025-04-24,Refer & Earn,1
852,6963,2025-04-29,Personalized Offer,1
853,5278,2025-04-10,Win-back,0
854,2305,2025-04-20,Win-back,0
855,2226,2025-04-22,Refer & Earn,0
856,2469,2025-03-25,Win-back,1
857,7742,2025-04-03,Win-back,1
858,618,2025-04-28,Win-back,1
859,3526,2025-05-27,Personalized Offer,1
860,647,2025-03-19,Personalized Offer,0
861,6883,2025-04-20,Refer & Earn,1
862,1623,2025-05-10,Personalized Offer,0
863,8981,2025-03-30,Cashback,1
864,9914,2025-05-27,Win-back,0
865,2601,2025-05-02,Personalized Offer,0
866,1381,2025-05-06,Personalized Offer,1
867,1455,2025-03-31,Refer & Earn,0
868,6832,2025-04-17,Win-back,0
869,9489,2025-05-04,Refer & Earn,1
870,7373,2025-04-24,Personalized Offer,0
871,1468,2025-05-14,Refer & Earn,0
872,7346,2025-03-29,Win-back,1
873,4032,2025-05-24,Refer & Earn,1
874,3569,2025-04-30,Cashback,1
875,6753,2025-04-14,Personalized Offer,1
876,6064,2025-03-31,Cashback,1
877,7043,2025-04-14,Cashback,0
878,3310,2025-04-21,Refer & Earn,0
879,8451,2025-05-21,Personalized Offer,0
880,6353,2025-03-18,Refer & Earn,1
881,4992,2025-06-06,Personalized Offer,1
882,1998,2025-05-02,Win-back,0
883,9239,2025-04-03,Win-back,0
884,3460,2025-04-21,Refer & Earn,1
885,7456,2025-04-23,Cashback,1
886,263,2025-04-21,Cashback,1
887,3433,2025-06-02,Win-back,0
888,5822,2025-04-04,Cashback,0
889,2616,2025-03-30,Refer & Earn,0
890,6725,2025-04-13,Personalized Offer,1
891,5690,2025-05-08,Win-back,1
892,9005,2025-05-24,Win-back,0
893,31,2025-03-26,Win-back,1
894,170,2025-05-10,Win-back,0
895,8670,2025-05-11,Cashback,0
896,4626,2025-05-18,Cashback,0
897,3721,2025-04-20,Cashback,1
898,2121,2025-05-19,Win-back,0
899,2554,2025-06-01,Refer & Earn,0
900,4943,2025-06-07,Refer & Earn,0
901,8589,2025-05-01,Refer & Earn,0
902,2413,2025-03-18,Refer & Earn,1
903,2038,2025-04-04,Personalized Offer,1
904,653,2025-04-02,Win-back,1
905,9552,2025-04-20,Personalized Offer,1
906,8974,2025-04-22,Cashback,1
907,6477,2025-04-27,Personalized Offer,1
908,9294,2025-04-19,Win-back,1
909,7313,2025-03-30,Personalized Offer,0
910,6801,2025-03-28,Cashback,1
911,4416,2025-04-06,Personalized Offer,0
912,563,2025-05-28,Win-back,0
913,1424,2025-04-16,Win-back,0
914,5600,2025-05-04,Refer & Earn,0
915,6794,2025-05-26,Win-back,0
916,9649,2025-05-16,Refer & Earn,1
917,7313,2025-06-07,Win-back,1
918,1055,2025-04-22,Cashback,1
919,1780,2025-04-02,Refer & Earn,1
920,5210,2025-04-03,Win-back,1
921,1953,2025-03-26,Personalized Offer,1
922,4482,2025-03-26,Win-back,0
923,2809,2025-05-26,Refer & Earn,1
924,4704,2025-05-04,Win-back,1
925,2686,2025-05-19,Personalized Offer,0
926,4630,2025-03-23,Win-back,0
927,6558,2025-03-20,Win-back,1
928,7953,2025-03-22,Refer & Earn,0
929,5887,2025-05-04,Win-back,1
930,8661,2025-04-17,Personalized Offer,1
931,5849,2025-03-19,Personalized Offer,0
932,68,2025-06-07,Refer & Earn,0
933,1053,2025-04-23,Refer & Earn,1
934,9613,2025-04-08,Refer & Earn,1
935,8422,2025-04-11,Cashback,1
936,7777,2025-03-11,Cashback,1
937,7092,2025-03-11,Win-back,1
938,3009,2025-05-16,Win-back,0
939,6571,2025-04-27,Personalized Offer,0
940,4680,2025-05-20,Cashback,1
941,5552,2025-04-18,Refer & Earn,0
942,5108,2025-05-05,Cashback,0
943,1275,2025-05-08,Cashback,0
944,228,2025-03-29,Refer & Earn,1
945,3545,2025-03-21,Personalized Offer,0
946,3741,2025-05-07,Personalized Offer,1
947,3528,2025-03-24,Cashback,0
948,9934,2025-04-09,Cashback,0
949,7431,2025-03-21,Cashback,0
950,459,2025-03-24,Refer & Earn,1
951,9218,2025-05-30,Personalized Offer,0
952,9213,2025-05-16,Win-back,1
953,6461,2025-03-13,Personalized Offer,0
954,8526,2025-03-17,Cashback,1
955,2584,2025-03-22,Cashback,0
956,6309,2025-04-04,Cashback,1
957,4823,2025-05-04,Win-back,1
958,560,2025-05-03,Refer & Earn,1
959,249,2025-03-11,Personalized Offer,1
960,8611,2025-04-03,Refer & Earn,1
961,7016,2025-04-20,Cashback,0
962,2143,2025-05-14,Refer & Earn,0
963,8706,2025-06-07,Win-back,1
964,4558,2025-05-24,Refer & Earn,1
965,1401,2025-04-05,Cashback,1
966,2682,2025-03-15,Win-back,1
967,5803,2025-03-24,Personalized Offer,0
968,1710,2025-05-23,Win-back,0
969,6470,2025-05-01,Cashback,1
970,1657,2025-04-26,Win-back,1
971,3455,2025-04-26,Cashback,0
972,3241,2025-05-06,Cashback,0
973,2624,2025-04-05,Refer & Earn,0
974,176,2025-04-07,Win-back,1
975,1067,2025-05-06,Refer & Earn,1
976,4467,2025-03-29,Refer & Earn,1
977,6052,2025-04-19,Refer & Earn,1
978,8004,2025-03-27,Refer & Earn,0
979,5515,2025-04-19,Personalized Offer,1
980,8351,2025-03-28,Personalized Offer,1
981,9674,2025-04-15,Cashback,1
982,7357,2025-05-19,Cashback,0
983,4333,2025-04-07,Personalized Offer,1
984,2735,2025-04-27,Cashback,0
985,4896,2025-03-11,Win-back,0
986,5072,2025-03-11,Cashback,1
987,2832,2025-05-31,Refer & Earn,1
988,7973,2025-06-05,Personalized Offer,0
989,5576,2025-03-17,Personalized Offer,1
990,2054,2025-05-07,Cashback,0
991,6773,2025-04-28,Refer & Earn,0
992,1585,2025-05-24,Win-back,0
993,7204,2025-05-20,Win-back,0
994,2163,2025-03-21,Personalized Offer,0
995,1173,2025-04-17,Personalized Offer,0
996,8309,2025-06-03,Personalized Offer,0
997,5261,2025-03-16,Cashback,1
998,7264,2025-03-31,Cashback,0
999,6597,2025-04-09,Refer & Earn,1
1000,3441,2025-05-20,Win-back,1
1001,979,2025-04-28,Refer & Earn,0
1002,5955,2025-03-23,Personalized Offer,0
1003,8272,2025-05-22,Refer & Earn,1
1004,6812,2025-04-12,Cashback,1
1005,3592,2025-05-02,Win-back,0
1006,6395,2025-06-02,Refer & Earn,1
1007,5669,2025-05-11,Cashback,0
1008,9072,2025-03-25,Win-back,1
1009,9415,2025-06-03,Personalized Offer,0
1010,114,2025-04-04,Win-back,1
1011,4352,2025-03-17,Refer & Earn,1
1012,382,2025-05-09,Refer & Earn,0
1013,6917,2025-03-18,Cashback,0
1014,6198,2025-03-24,Cashback,1
1015,4857,2025-05-28,Refer & Earn,0
1016,7805,2025-04-02,Cashback,0
1017,4702,2025-03-13,Win-back,1
1018,2908,2025-03-23,Cashback,0
1019,4208,2025-04-19,Win-back,0
1020,7664,2025-04-02,Personalized Offer,1
1021,8509,2025-04-01,Refer & Earn,0
1022,1000,2025-04-11,Refer & Earn,0
1023,4314,2025-05-25,Personalized Offer,1
1024,8012,2025-04-21,Cashback,1
1025,9772,2025-04-15,Win-back,1
1026,6080,2025-04-29,Refer & Earn,0
1027,142,2025-04-19,Cashback,0
1028,1511,2025-03-15,Personalized Offer,1
1029,1597,2025-05-14,Win-back,1
1030,6494,2025-03-16,Cashback,0
1031,6545,2025-05-09,Cashback,1
1032,232,2025-03-11,Refer & Earn,1
1033,1869,2025-04-26,Personalized Offer,0
1034,2725,2025-04-07,Personalized Offer,1
1035,6658,2025-03-31,Refer & Earn,0
1036,5328,2025-03-20,Cashback,0
1037,9100,2025-05-23,Personalized Offer,1
1038,2550,2025-04-25,Win-back,0
1039,2567,2025-04-30,Refer & Earn,0
1040,5648,2025-06-05,Cashback,0
1041,3160,2025-03-28,Cashback,0
1042,7168,2025-03-12,Cashback,0
1043,2763,2025-03-24,Personalized Offer,0
1044,205,2025-04-25,Win-back,0
1045,1282,2025-03-27,Win-back,0
1046,381,2025-03-23,Cashback,1
1047,3901,2025-04-26,Win-back,0
1048,6434,2025-04-07,Refer & Earn,0
1049,2690,2025-03-13,Cashback,0
1050,6092,2025-04-10,Cashback,0
1051,5704,2025-04-18,Win-back,0
1052,9257,2025-04-21,Refer & Earn,1
1053,465,2025-03-27,Personalized Offer,0
1054,6501,2025-05-17,Refer & Earn,1
1055,8851,2025-05-18,Cashback,1
1056,8575,2025-05-16,Personalized Offer,1
1057,2696,2025-06-03,Cashback,0
1058,8335,2025-04-29,Win-back,0
1059,6831,2025-05-15,Personalized Offer,0
1060,9342,2025-05-12,Cashback,1
1061,7412,2025-06-05,Refer & Earn,0
1062,9692,2025-06-02,Personalized Offer,0
1063,7436,2025-03-25,Personalized Offer,0
1064,4349,2025-04-04,Win-back,1
1065,6452,2025-06-01,Refer & Earn,1
1066,4407,2025-04-19,Win-back,0
1067,1588,2025-05-12,Cashback,0
1068,8085,2025-05-27,Cashback,1
1069,7831,2025-03-26,Refer & Earn,1
1070,4466,2025-04-18,Personalized Offer,1
1071,7447,2025-03-28,Win-back,1
1072,7408,2025-05-16,Refer & Earn,1
1073,5102,2025-05-22,Cashback,0
1074,8494,2025-03-20,Cashback,1
1075,5498,2025-05-13,Cashback,1
1076,2996,2025-04-03,Cashback,0
1077,3193,2025-03-23,Personalized Offer,0
1078,1822,2025-05-22,Personalized Offer,0
1079,40,2025-04-09,Win-back,1
1080,3793,2025-03-17,Personalized Offer,0
1081,6885,2025-05-26,Cashback,0
1082,1576,2025-04-05,Personalized Offer,0
1083,1503,2025-06-01,Cashback,0
1084,7244,2025-04-12,Refer & Earn,1
1085,9480,2025-04-08,Refer & Earn,1
1086,2735,2025-04-04,Refer & Earn,0
1087,5741,2025-05-18,Refer & Earn,1
1088,30,2025-05-20,Win-back,0
1089,9017,2025-03-20,Personalized Offer,0
1090,1037,2025-03-20,Personalized Offer,0
1091,7412,2025-03-24,Refer & Earn,1
1092,6101,2025-05-27,Personalized Offer,0
1093,1742,2025-03-23,Personalized Offer,0
1094,655,2025-03-29,Win-back,1
1095,8029,2025-06-04,Refer & Earn,0
1096,7772,2025-03-15,Personalized Offer,1
1097,100,2025-03-18,Cashback,1
1098,7477,2025-03-20,Win-back,0
1099,4691,2025-05-26,Cashback,0
1100,7710,2025-05-07,Win-back,0
1101,3913,2025-04-13,Win-back,0
1102,1414,2025-05-13,Cashback,0
1103,2714,2025-05-17,Cashback,1
1104,25,2025-04-07,Personalized Offer,1
1105,9271,2025-05-31,Refer & Earn,1
1106,4249,2025-03-30,Refer & Earn,1
1107,3162,2025-03-19,Cashback,1
1108,3653,2025-03-12,Refer & Earn,0
1109,2681,2025-03-29,Personalized Offer,0
1110,441,2025-04-08,Cashback,0
1111,78,2025-04-05,Personalized Offer,0
1112,1593,2025-05-16,Win-back,1
1113,2122,2025-03-22,Refer & Earn,1
1114,1011,2025-05-03,Cashback,1
1115,1106,2025-03-29,Personalized Offer,1
1116,1573,2025-03-31,Cashback,1
1117,2317,2025-03-12,Refer & Earn,0
1118,4745,2025-05-27,Personalized Offer,1
1119,4902,2025-04-02,Personalized Offer,0
1120,50,2025-04-16,Personalized Offer,0
1121,6914,2025-03-27,Refer & Earn,1
1122,2055,2025-05-02,Cashback,0
1123,5601,2025-03-28,Personalized Offer,0
1124,386,2025-05-31,Refer & Earn,0
1125,5123,2025-04-11,Personalized Offer,1
1126,2140,2025-05-16,Refer & Earn,0
1127,7935,2025-05-18,Personalized Offer,1
1128,6099,2025-05-13,Refer & Earn,0
1129,2091,2025-04-25,Cashback,0
1130,7825,2025-03-16,Refer & Earn,1
1131,3552,2025-05-07,Refer & Earn,0
1132,8891,2025-03-28,Refer & Earn,1
1133,3433,2025-03-12,Cashback,1
1134,873,2025-05-11,Personalized Offer,1
1135,9127,2025-05-15,Win-back,0
1136,2431,2025-03-16,Win-back,1
1137,3162,2025-04-26,Cashback,0
1138,6196,2025-04-24,Win-back,0
1139,9239,2025-03-17,Win-back,1
1140,9010,2025-04-10,Cashback,0
1141,4259,2025-05-25,Personalized Offer,0
1142,8862,2025-04-08,Personalized Offer,0
1143,9977,2025-05-25,Personalized Offer,1
1144,391,2025-03-28,Cashback,1
1145,4386,2025-05-25,Personalized Offer,0
1146,2707,2025-03-21,Refer & Earn,0
1147,4738,2025-05-20,Win-back,1
1148,2826,2025-05-24,Cashback,0
1149,4932,2025-03-22,Personalized Offer,0
1150,894,2025-05-13,Personalized Offer,0
1151,4403,2025-03-20,Win-back,0
1152,8072,2025-06-07,Refer & Earn,0
1153,132,2025-06-03,Refer & Earn,0
1154,3590,2025-05-17,Personalized Offer,1
1155,7718,2025-03-12,Personalized Offer,1
1156,8981,2025-05-08,Personalized Offer,0
1157,5790,2025-05-20,Refer & Earn,0
1158,6120,2025-04-03,Cashback,1
1159,111,2025-03-15,Refer & Earn,1
1160,898,2025-05-13,Refer & Earn,0
1161,9956,2025-04-15,Win-back,1
1162,2882,2025-04-04,Refer & Earn,0
1163,4581,2025-05-15,Win-back,1
1164,1081,2025-04-14,Win-back,0
1165,398,2025-04-03,Refer & Earn,0
1166,1285,2025-04-06,Win-back,0
1167,9344,2025-06-08,Refer & Earn,1
1168,5219,2025-05-20,Cashback,0
1169,2989,2025-05-11,Refer & Earn,0
1170,9175,2025-05-28,Cashback,0
1171,3397,2025-03-21,Personalized Offer,1
1172,852,2025-04-18,Cashback,1
1173,6135,2025-05-12,Personalized Offer,0
1174,9114,2025-06-08,Personalized Offer,1
1175,6726,2025-05-17,Win-back,0
1176,4976,2025-05-09,Refer & Earn,0
1177,2389,2025-05-17,Cashback,0
1178,3997,2025-03-22,Personalized Offer,0
1179,7251,2025-04-24,Win-back,0
1180,3219,2025-03-14,Refer & Earn,0
1181,2551,2025-04-06,Win-back,0
1182,8172,2025-03-16,Win-back,1
1183,2613,2025-04-15,Win-back,0
1184,9072,2025-03-17,Cashback,1
1185,7807,2025-03-18,Refer & Earn,0
1186,4462,2025-04-09,Refer & Earn,0
1187,3203,2025-05-30,Refer & Earn,1
1188,9530,2025-05-22,Win-back,1
1189,9282,2025-06-04,Win-back,1
1190,3792,2025-04-23,Refer & Earn,1
1191,2715,2025-04-30,Cashback,1
1192,6942,2025-05-30,Personalized Offer,1
1193,3427,2025-05-13,Personalized Offer,0
1194,3168,2025-04-04,Cashback,1
1195,9596,2025-06-07,Personalized Offer,0
1196,1438,2025-04-29,Cashback,1
1197,224,2025-03-20,Win-back,0
1198,7555,2025-04-05,Refer & Earn,0
1199,1034,2025-05-08,Cashback,1
1200,3925,2025-03-14,Cashback,1
1201,1472,2025-05-11,Cashback,0
1202,6787,2025-05-18,Refer & Earn,1
1203,6841,2025-03-22,Win-back,0
1204,671,2025-03-19,Refer & Earn,0
1205,758,2025-05-23,Win-back,1
1206,8905,2025-05-11,Refer & Earn,1
1207,920,2025-05-26,Win-back,0
1208,3780,2025-04-29,Personalized Offer,0
1209,5081,2025-05-15,Personalized Offer,1
1210,6716,2025-04-06,Refer & Earn,0
1211,9341,2025-06-01,Cashback,1
1212,871,2025-05-17,Win-back,1
1213,2857,2025-04-16,Cashback,0
1214,5133,2025-05-31,Cashback,1
1215,9450,2025-03-29,Cashback,1
1216,5385,2025-03-27,Personalized Offer,1
1217,8852,2025-04-09,Cashback,0
1218,722,2025-03-12,Personalized Offer,0
1219,7737,2025-04-02,Personalized Offer,0
1220,28,2025-05-28,Refer & Earn,0
1221,5332,2025-04-14,Win-back,1
1222,2733,2025-04-17,Refer & Earn,0
1223,8062,2025-05-21,Cashback,1
1224,8906,2025-03-29,Win-back,0
1225,9793,2025-03-24,Personalized Offer,0
1226,9452,2025-03-26,Win-back,1
1227,8516,2025-05-30,Win-back,1
1228,6027,2025-03-20,Win-back,0
1229,3401,2025-03-11,Refer & Earn,1
1230,4286,2025-04-28,Refer & Earn,1
1231,3083,2025-06-03,Refer & Earn,0
1232,7509,2025-04-28,Personalized Offer,1
1233,8704,2025-03-22,Cashback,1
1234,8329,2025-04-10,Personalized Offer,1
1235,3243,2025-06-04,Personalized Offer,0
1236,1516,2025-06-01,Win-back,0
1237,2664,2025-06-05,Win-back,0
1238,6417,2025-05-01,Win-back,1
1239,6122,2025-03-27,Personalized Offer,0
1240,6766,2025-03-25,Win-back,0
1241,3768,2025-05-28,Win-back,0
1242,5198,2025-05-07,Cashback,0
1243,7717,2025-04-24,Win-back,0
1244,5510,2025-03-22,Cashback,0
1245,9445,2025-05-13,Cashback,0
1246,5513,2025-06-04,Personalized Offer,0
1247,9386,2025-05-17,Refer & Earn,0
1248,9708,2025-05-30,Win-back,1
1249,6750,2025-04-11,Refer & Earn,1
1250,903,2025-05-14,Win-back,0
1251,1194,2025-04-15,Cashback,0
1252,5734,2025-05-15,Cashback,1
1253,7018,2025-04-06,Refer & Earn,0
1254,4832,2025-06-02,Personalized Offer,0
1255,8643,2025-06-01,Personalized Offer,0
1256,6477,2025-05-11,Win-back,0
1257,3213,2025-04-25,Refer & Earn,0
1258,6928,2025-04-01,Win-back,1
1259,2910,2025-05-15,Personalized Offer,0
1260,5201,2025-05-15,Refer & Earn,0
1261,904,2025-03-14,Cashback,0
1262,6681,2025-04-28,Refer & Earn,1
1263,7288,2025-04-16,Win-back,0
1264,3022,2025-05-17,Cashback,1
1265,1518,2025-05-01,Win-back,0
1266,5665,2025-04-04,Win-back,1
1267,950,2025-04-01,Refer & Earn,0
1268,9237,2025-05-15,Win-back,1
1269,1742,2025-05-12,Personalized Offer,0
1270,2102,2025-04-16,Personalized Offer,1
1271,5635,2025-04-17,Cashback,0
1272,4612,2025-04-10,Win-back,0
1273,6968,2025-03-16,Refer & Earn,1
1274,7368,2025-03-11,Cashback,0
1275,9014,2025-03-29,Cashback,1
1276,3834,2025-05-01,Win-back,1
1277,7537,2025-03-12,Refer & Earn,0
1278,2374,2025-06-02,Refer & Earn,0
1279,9124,2025-06-01,Cashback,0
1280,3937,2025-04-03,Refer & Earn,1
1281,1225,2025-03-22,Cashback,0
1282,215,2025-04-28,Refer & Earn,0
1283,3235,2025-06-08,Personalized Offer,1
1284,8585,2025-05-16,Win-back,0
1285,7050,2025-04-13,Cashback,1
1286,9421,2025-04-13,Refer & Earn,1
1287,9589,2025-04-01,Win-back,0
1288,9588,2025-03-31,Win-back,0
1289,4001,2025-03-17,Cashback,0
1290,4355,2025-06-03,Win-back,0
1291,4077,2025-04-11,Cashback,0
1292,4634,2025-05-26,Cashback,1
1293,4708,2025-05-04,Refer & Earn,0
1294,9350,2025-05-26,Personalized Offer,1
1295,3466,2025-06-06,Win-back,1
1296,3487,2025-03-14,Win-back,0
1297,8106,2025-05-12,Personalized Offer,0
1298,9332,2025-03-16,Cashback,1
1299,4901,2025-05-22,Win-back,0
1300,3133,2025-05-20,Cashback,0
1301,4608,2025-03-23,Refer & Earn,1
1302,9876,2025-06-08,Cashback,0
1303,9501,2025-03-24,Win-back,1
1304,4669,2025-05-16,Personalized Offer,0
1305,586,2025-03-12,Win-back,0
1306,6456,2025-05-25,Cashback,1
1307,256,2025-03-20,Refer & Earn,1
1308,8856,2025-03-11,Win-back,0
1309,3036,2025-03-18,Personalized Offer,0
1310,1041,2025-03-17,Refer & Earn,1
1311,8018,2025-06-05,Personalized Offer,0
1312,8743,2025-05-13,Win-back,0
1313,5707,2025-04-26,Personalized Offer,0
1314,7825,2025-04-23,Refer & Earn,0
1315,6211,2025-03-15,Refer & Earn,0
1316,1597,2025-04-04,Refer & Earn,0
1317,1033,2025-03-19,Win-back,0
1318,7592,2025-03-24,Personalized Offer,1
1319,5376,2025-05-26,Win-back,1
1320,2402,2025-03-24,Refer & Earn,1
1321,7088,2025-03-17,Cashback,1
1322,9870,2025-06-07,Win-back,0
1323,8939,2025-04-29,Personalized Offer,0
1324,3344,2025-04-04,Refer & Earn,1
1325,4356,2025-05-23,Personalized Offer,1
1326,9802,2025-05-25,Refer & Earn,0
1327,1995,2025-04-21,Cashback,0
1328,3875,2025-03-20,Win-back,1
1329,8867,2025-06-04,Personalized Offer,1
1330,8303,2025-06-05,Refer & Earn,0
1331,1859,2025-03-19,Win-back,0
1332,7113,2025-05-09,Win-back,0
1333,3429,2025-03-14,Win-back,0
1334,7299,2025-05-01,Refer & Earn,1
1335,8929,2025-05-25,Refer & Earn,1
1336,7223,2025-04-27,Win-back,1
1337,7698,2025-03-17,Refer & Earn,0
1338,4543,2025-04-21,Refer & Earn,1
1339,7720,2025-05-14,Personalized Offer,0
1340,5185,2025-03-18,Win-back,1
1341,2631,2025-04-16,Refer & Earn,1
1342,2951,2025-05-02,Win-back,0
1343,4402,2025-04-30,Refer & Earn,1
1344,501,2025-04-04,Cashback,0
1345,9985,2025-03-31,Win-back,0
1346,6508,2025-03-24,Personalized Offer,0
1347,3624,2025-04-16,Refer & Earn,1
1348,7022,2025-04-16,Personalized Offer,0
1349,240,2025-04-18,Win-back,0
1350,5535,2025-06-04,Personalized Offer,1
1351,5771,2025-03-23,Cashback,0
