txn_id,user_id,txn_date,amount,txn_type,status
7195,4685,2025-03-18,475.79,upi_qr,Pending
7196,9323,2024-11-24,296.35,bill_pay,Success
7197,6217,2025-05-29,3643.03,receive,Failed
7198,5202,2025-02-23,4335.03,bill_pay,Success
7199,3887,2025-04-25,1599.16,bill_pay,Success
7200,6244,2024-10-13,3042.72,send,Success
7201,58,2024-07-30,1664.32,upi_qr,Success
7202,4693,2025-01-11,1878.91,bill_pay,Success
7203,9267,2024-07-13,2047.81,send,Success
7204,6828,2024-11-27,1748.83,send,Failed
7205,6124,2024-12-20,3503.29,send,Success
7206,357,2024-12-02,821.09,upi_qr,Success
7207,8215,2024-07-15,294.25,send,Failed
7208,9801,2024-10-07,1980.75,send,Pending
7209,9816,2025-02-17,586.03,upi_qr,Pending
7210,5611,2025-04-26,4232.77,receive,Failed
7211,5020,2024-11-18,1448.35,receive,Pending
7212,2130,2024-07-12,3699.99,send,Success
7213,1081,2024-11-06,4926.39,send,Success
7214,884,2024-08-28,456.29,send,Pending
7215,5455,2024-10-03,2203.9,send,Pending
7216,4695,2025-05-13,3192.06,send,Pending
7217,8221,2024-09-21,1411.39,receive,Failed
7218,2903,2024-07-20,2494.25,receive,Failed
7219,4921,2024-09-25,4167.63,bill_pay,Pending
7220,4744,2024-12-27,74.68,receive,Success
7221,8693,2024-09-24,2661.07,bill_pay,Success
7222,6023,2024-06-14,2850.41,upi_qr,Failed
7223,3218,2024-10-29,4264.74,recharge,Success
7224,7435,2024-08-23,1717.76,upi_qr,Pending
7225,4714,2025-05-28,1954.26,upi_qr,Pending
7226,8662,2025-04-13,4340.53,bill_pay,Failed
7227,2953,2024-09-07,2903.07,receive,Success
7228,8916,2024-07-23,4258.12,recharge,Failed
7229,6067,2024-12-19,4032.15,receive,Success
7230,3552,2025-03-25,832.83,receive,Failed
7231,5193,2025-01-26,288.91,recharge,Failed
7232,7709,2024-09-29,2213.46,receive,Success
7233,1254,2024-10-02,236.91,send,Success
7234,6061,2024-07-23,2104.38,upi_qr,Success
7235,3681,2025-04-07,1369.38,bill_pay,Success
7236,9818,2025-01-03,1557.3,receive,Failed
7237,1156,2024-10-10,550.87,receive,Failed
7238,885,2025-06-01,1242.62,bill_pay,Failed
7239,6921,2024-10-07,755.12,upi_qr,Failed
7240,6837,2025-04-28,1172.82,receive,Failed
7241,8319,2024-07-21,411.36,recharge,Pending
7242,3049,2024-07-29,4704.87,upi_qr,Pending
7243,9350,2025-04-11,432.02,upi_qr,Failed
7244,4965,2025-04-07,235.41,recharge,Pending
7245,4102,2024-07-09,1484.27,send,Success
7246,8238,2025-03-17,2003.51,bill_pay,Success
7247,7290,2025-03-16,1641.32,recharge,Success
7248,5435,2025-05-21,1521.01,bill_pay,Pending
7249,4864,2025-02-08,4466.62,send,Failed
7250,3178,2025-05-02,89.14,send,Pending
7251,9077,2024-10-20,4063.15,upi_qr,Success
7252,1248,2024-08-19,938.75,upi_qr,Pending
7253,502,2024-07-20,2202.65,send,Success
7254,959,2024-07-26,4400.83,send,Failed
7255,5262,2025-04-13,649.47,recharge,Success
7256,3202,2024-11-16,903.64,upi_qr,Pending
7257,6525,2025-04-27,3200.43,upi_qr,Success
7258,8300,2024-10-30,3029.09,bill_pay,Failed
7259,8485,2024-10-27,1640.98,receive,Success
7260,3210,2024-12-20,3305.66,send,Failed
7261,749,2025-03-01,256.41,bill_pay,Failed
7262,6705,2024-08-17,3702.02,bill_pay,Failed
7263,6638,2025-04-29,4898.5,bill_pay,Success
7264,7541,2025-06-07,526.74,receive,Success
7265,7925,2025-03-18,3317.93,receive,Success
7266,5629,2025-05-02,2342.27,send,Success
7267,2312,2025-04-10,1514.95,upi_qr,Failed
7268,212,2024-12-17,3130.03,upi_qr,Pending
7269,3560,2024-07-09,1433.55,bill_pay,Success
7270,8538,2025-02-28,2059.92,recharge,Pending
7271,7932,2024-11-15,122.12,upi_qr,Pending
7272,172,2024-06-26,640.97,bill_pay,Success
7273,5466,2025-04-27,2273.84,receive,Pending
7274,2462,2025-03-04,3300.57,send,Pending
7275,4674,2025-05-15,1054.19,upi_qr,Failed
7276,7928,2024-07-01,3203.39,bill_pay,Pending
7277,3200,2024-08-02,808.68,recharge,Success
7278,4350,2025-05-04,2296.43,upi_qr,Success
7279,4362,2025-05-20,2728.19,recharge,Failed
7280,1742,2025-02-10,1858.37,receive,Failed
7281,5063,2024-12-19,583.78,recharge,Failed
7282,469,2024-10-03,682.73,receive,Failed
7283,3103,2025-06-03,4106.25,receive,Success
7284,1336,2024-12-07,59.31,bill_pay,Success
7285,4834,2024-11-23,2837.52,upi_qr,Pending
7286,6655,2024-07-05,28.8,bill_pay,Pending
7287,8032,2024-08-11,2786.31,receive,Pending
7288,3447,2024-09-13,3106.05,upi_qr,Failed
7289,5440,2024-12-08,4882.42,bill_pay,Success
7290,5553,2025-02-20,540.43,send,Pending
7291,3038,2024-11-22,2016.3,receive,Success
7292,3691,2025-06-07,4122.25,receive,Success
7293,1614,2024-08-05,3115.97,recharge,Failed
7294,5361,2024-07-16,4212.27,receive,Failed
7295,2217,2025-05-28,2542.61,send,Failed
7296,1718,2024-10-18,571.08,receive,Pending
7297,1401,2025-01-03,3354.51,receive,Pending
7298,3109,2025-06-08,1271.79,recharge,Failed
7299,2836,2024-11-04,4858.37,recharge,Pending
7300,2742,2024-11-20,4814.78,send,Success
7301,6835,2025-03-23,4089.05,send,Success
7302,3119,2025-05-04,3432.15,upi_qr,Pending
7303,740,2024-12-30,3923.67,upi_qr,Success
7304,3707,2025-05-17,3254.13,recharge,Success
7305,3011,2024-11-09,1509.23,send,Success
7306,8637,2024-11-23,1282.11,bill_pay,Success
7307,7641,2024-06-22,2352.44,receive,Failed
7308,6108,2024-08-10,3275.91,recharge,Pending
7309,6223,2024-07-25,1883.05,recharge,Failed
7310,6144,2024-09-14,1181.38,receive,Success
7311,3229,2025-04-06,2687.45,send,Failed
7312,7551,2024-11-20,3938.5,receive,Pending
7313,6390,2025-05-23,2293.31,receive,Failed
7314,1223,2024-07-28,2398.99,bill_pay,Pending
7315,6152,2025-04-05,3041.53,send,Success
7316,1568,2024-11-01,67.63,bill_pay,Success
7317,4850,2025-05-01,2206.25,upi_qr,Pending
7318,1353,2024-10-07,2499.25,receive,Success
7319,7426,2024-07-06,3891.62,send,Pending
7320,8329,2025-04-19,658.39,bill_pay,Failed
7321,7638,2024-12-10,2592.16,upi_qr,Success
7322,949,2025-02-02,2814.86,send,Pending
7323,8460,2024-10-13,2751.7,send,Success
7324,4734,2024-08-20,2781.48,upi_qr,Success
7325,9776,2025-02-11,3698.01,send,Failed
7326,2286,2025-02-05,4576.27,recharge,Failed
7327,3487,2024-07-25,1354.49,send,Pending
7328,3414,2024-07-20,2091.03,upi_qr,Success
7329,7466,2025-01-31,3547.83,receive,Failed
7330,2527,2024-07-11,404.71,recharge,Pending
7331,6060,2024-07-24,4353.17,upi_qr,Success
7332,7784,2024-08-19,1671.07,receive,Failed
7333,3691,2025-04-29,2025.9,send,Failed
7334,4576,2024-10-04,3480.35,upi_qr,Failed
7335,2901,2025-05-08,2648.34,upi_qr,Success
7336,4922,2025-04-12,1360.71,send,Failed
7337,4979,2024-08-16,1440.14,bill_pay,Pending
7338,8099,2025-01-14,4514.56,send,Pending
7339,5425,2024-11-15,2214.15,receive,Pending
7340,3202,2024-12-05,2270.8,upi_qr,Pending
7341,8813,2024-11-16,1264.63,upi_qr,Pending
7342,1041,2024-06-18,2644.78,recharge,Pending
7343,4541,2025-03-13,247,upi_qr,Failed
7344,7014,2024-07-03,3562.39,bill_pay,Pending
7345,9304,2024-07-15,3340.04,receive,Failed
7346,8146,2025-04-23,942.83,upi_qr,Pending
7347,3084,2025-03-10,3072.74,receive,Pending
7348,47,2024-10-24,4152.87,upi_qr,Failed
7349,5956,2024-09-02,4762.53,bill_pay,Pending
7350,756,2024-10-26,2020.93,recharge,Success
7351,2524,2025-03-12,2323.69,bill_pay,Success
7352,8495,2025-01-02,3481.86,bill_pay,Pending
7353,6979,2024-09-14,2879.44,send,Pending
7354,8274,2024-06-20,2497.03,recharge,Pending
7355,9894,2025-04-26,3523.59,recharge,Success
7356,8153,2024-10-12,1065.97,upi_qr,Pending
7357,7664,2025-01-27,2476.71,receive,Failed
7358,9313,2025-06-03,698.66,recharge,Pending
7359,4532,2025-05-26,1551.17,upi_qr,Failed
7360,8134,2025-05-15,1744.12,recharge,Pending
7361,125,2025-04-16,1115.3,bill_pay,Success
7362,2326,2024-07-14,1332.88,upi_qr,Success
7363,3117,2024-07-21,1876.2,upi_qr,Failed
7364,4201,2025-03-29,2485.88,recharge,Pending
7365,4689,2024-12-18,1447.21,upi_qr,Pending
7366,519,2024-06-11,726.89,upi_qr,Success
7367,3204,2024-06-13,940.01,send,Pending
7368,2557,2024-06-24,3829.33,recharge,Pending
7369,1217,2025-01-20,659.48,recharge,Success
7370,9894,2025-05-24,3762.78,recharge,Failed
7371,2348,2024-10-14,3177.43,recharge,Success
7372,9616,2025-05-04,2770.58,recharge,Success
7373,4024,2025-04-03,1642.35,recharge,Success
7374,8587,2024-12-23,255.08,send,Pending
7375,9096,2025-06-08,2748.79,bill_pay,Pending
7376,462,2024-12-04,3790.89,recharge,Pending
7377,4131,2024-09-21,1095.29,receive,Success
7378,4686,2024-07-15,4943.37,bill_pay,Pending
7379,6735,2025-01-14,4122.16,receive,Success
7380,8284,2025-02-03,3574.77,upi_qr,Success
7381,7323,2025-02-23,1632.07,recharge,Pending
7382,4374,2025-02-24,790.9,send,Success
7383,6489,2024-08-14,348.17,bill_pay,Pending
7384,5922,2025-01-13,4902.91,receive,Success
7385,4609,2024-10-26,4294.31,receive,Success
7386,8181,2024-07-18,2086.5,receive,Failed
7387,7009,2024-10-18,3979.31,upi_qr,Pending
7388,3444,2024-09-03,3023.53,recharge,Pending
7389,5700,2025-03-22,3699.34,bill_pay,Pending
7390,3242,2025-04-16,2922.27,receive,Pending
7391,3071,2025-05-19,2125.84,bill_pay,Failed
7392,8349,2024-10-08,3489.08,recharge,Pending
7393,4100,2024-11-26,3217.02,bill_pay,Success
7394,5222,2024-09-06,4426.91,recharge,Success
7395,2028,2024-07-21,2808.38,receive,Success
7396,9240,2025-03-01,925.84,upi_qr,Pending
7397,2635,2025-02-16,98.36,recharge,Failed
7398,4262,2025-02-07,2200.34,bill_pay,Failed
7399,1536,2024-09-08,3243.45,recharge,Failed
7400,5370,2024-07-29,2905.66,upi_qr,Success
7401,8850,2025-05-07,3251.21,upi_qr,Success
7402,3638,2025-04-20,1073.97,receive,Success
7403,4580,2024-06-15,4477.81,send,Failed
7404,1332,2025-05-23,2321.56,upi_qr,Failed
7405,5571,2024-11-21,280.18,receive,Success
7406,9234,2024-10-12,4821.95,receive,Success
7407,6150,2024-12-23,3388.64,recharge,Success
7408,5705,2025-01-01,3559.6,bill_pay,Failed
7409,9376,2025-02-23,1380.81,receive,Success
7410,1965,2025-05-31,1942.08,recharge,Pending
7411,5824,2024-12-26,4606.19,upi_qr,Failed
7412,7439,2024-09-02,1797.76,receive,Pending
7413,6408,2024-09-18,1172.44,upi_qr,Failed
7414,5350,2024-12-20,2638.56,recharge,Failed
7415,3689,2025-03-31,3928.12,upi_qr,Failed
7416,7788,2025-04-12,3368.47,recharge,Failed
7417,1970,2025-01-20,1369.6,bill_pay,Success
7418,7699,2024-09-30,3197.8,upi_qr,Success
7419,7776,2025-02-28,266.96,send,Success
7420,9054,2024-09-21,361.8,upi_qr,Failed
7421,1069,2024-11-01,1975.3,upi_qr,Pending
7422,9048,2024-12-09,2372.02,bill_pay,Success
7423,7831,2024-10-14,4711.81,bill_pay,Failed
7424,8608,2024-08-28,3292.23,send,Failed
7425,144,2025-01-29,4383.08,recharge,Success
7426,7413,2024-10-29,2102.8,send,Pending
7427,5674,2024-07-02,3629.93,recharge,Failed
7428,7028,2025-05-21,4892.48,receive,Pending
7429,9206,2024-10-20,239.64,send,Pending
7430,6701,2025-05-30,2137.75,send,Pending
7431,1658,2024-10-05,3800.38,upi_qr,Failed
7432,4146,2024-07-16,777.33,bill_pay,Failed
7433,1266,2024-07-25,4772.61,upi_qr,Pending
7434,8493,2025-04-13,357.31,send,Success
7435,8010,2024-12-30,4332.57,send,Success
7436,2195,2024-06-10,1475.13,upi_qr,Pending
7437,2807,2025-01-15,2711.5,upi_qr,Failed
7438,6614,2025-03-08,1485.07,recharge,Pending
7439,8676,2024-08-08,2259.73,upi_qr,Success
7440,3354,2024-12-05,2051.95,recharge,Failed
7441,2940,2025-03-18,1318.7,receive,Pending
7442,5848,2024-12-06,4798.26,send,Success
7443,3508,2025-05-24,1449.03,receive,Pending
7444,5492,2024-08-17,3787.46,bill_pay,Pending
7445,4392,2025-05-20,4628.59,bill_pay,Pending
7446,5290,2024-06-30,2048.74,upi_qr,Failed
7447,1237,2025-03-05,1841.47,receive,Pending
7448,5290,2024-07-15,2583.02,bill_pay,Failed
7449,164,2024-12-21,385.87,upi_qr,Pending
7450,4566,2024-08-30,3489.07,upi_qr,Success
7451,4901,2025-02-16,1001.36,receive,Success
7452,5674,2024-09-05,3063.09,send,Success
7453,7594,2024-08-31,697.75,bill_pay,Failed
7454,6803,2025-04-03,3616.3,bill_pay,Pending
7455,1026,2025-05-22,1235.52,send,Pending
7456,649,2025-05-28,1824.08,recharge,Failed
7457,9286,2024-11-07,2967.13,send,Success
7458,3519,2025-01-12,772.86,recharge,Success
7459,542,2025-03-12,1640.66,bill_pay,Failed
7460,2767,2025-02-03,4963.34,send,Failed
7461,1374,2024-07-13,4862.1,bill_pay,Success
7462,4959,2025-05-25,1350.94,bill_pay,Success
7463,9436,2025-04-08,4939.62,recharge,Pending
7464,9250,2025-05-02,2553.22,receive,Failed
7465,6544,2024-11-09,4688.1,recharge,Failed
7466,7140,2025-03-08,4074.59,recharge,Success
7467,2029,2025-02-24,4448.5,upi_qr,Success
7468,7795,2024-06-23,808.94,bill_pay,Failed
7469,6279,2024-10-17,1206.33,bill_pay,Pending
7470,8492,2025-05-08,517.43,upi_qr,Failed
7471,9231,2024-08-20,3241.74,bill_pay,Failed
7472,495,2025-05-07,3568.14,send,Failed
7473,2930,2024-06-12,2401.96,send,Failed
7474,2464,2024-08-24,4346.12,send,Success
7475,9444,2024-09-08,3721.3,send,Failed
7476,2342,2025-04-20,4714.4,send,Failed
7477,5205,2025-05-03,1456.71,send,Failed
7478,4987,2025-01-17,2955.78,recharge,Failed
7479,9592,2025-03-09,2014.19,recharge,Pending
7480,5958,2025-03-01,1858.42,upi_qr,Pending
7481,7275,2024-10-11,3991.86,send,Pending
7482,3954,2024-12-23,3233.28,recharge,Pending
7483,2706,2025-04-12,4980.03,bill_pay,Success
7484,6681,2024-08-25,918.2,send,Success
7485,9514,2025-01-24,761.46,receive,Pending
7486,4000,2024-12-15,943.53,receive,Pending
7487,6368,2024-08-06,1771.77,send,Failed
7488,8198,2024-11-05,534.62,send,Pending
7489,1844,2025-04-12,421.9,recharge,Success
7490,4711,2024-12-13,3529.99,receive,Pending
7491,640,2024-07-20,1063.28,upi_qr,Success
7492,5318,2025-03-10,752.05,receive,Pending
7493,9890,2025-05-26,245.85,recharge,Success
7494,3718,2024-08-25,2947.2,upi_qr,Failed
7495,9006,2024-09-23,633.6,recharge,Success
7496,3890,2025-04-07,3573.37,recharge,Failed
7497,7404,2024-07-27,176.72,receive,Success
7498,4275,2025-02-28,656.07,receive,Failed
7499,2967,2025-05-26,3377.4,recharge,Pending
7500,6088,2024-10-29,316.66,bill_pay,Pending
7501,594,2024-06-22,823.38,bill_pay,Pending
7502,6151,2024-06-29,999.26,send,Failed
7503,6164,2024-09-22,362.04,receive,Failed
7504,3021,2024-09-29,1444.87,send,Pending
7505,6130,2025-03-25,2831.91,receive,Pending
7506,7462,2024-12-05,1099.9,upi_qr,Success
7507,341,2025-06-04,608.25,send,Success
7508,3322,2025-05-08,511.2,bill_pay,Pending
7509,6127,2024-09-15,1840.04,receive,Success
7510,8780,2024-11-11,2794.19,upi_qr,Pending
7511,879,2024-08-16,2303.61,receive,Success
7512,1081,2024-10-29,2637.35,send,Success
7513,8440,2025-03-26,184,receive,Success
7514,8154,2024-11-03,4090.11,send,Failed
7515,7765,2024-08-16,3015.77,receive,Failed
7516,1300,2025-01-03,4195.22,bill_pay,Failed
7517,4957,2024-11-02,1119.59,upi_qr,Pending
7518,1833,2025-02-27,612.05,bill_pay,Pending
7519,8072,2024-12-11,3624.35,recharge,Pending
7520,7818,2024-06-09,4167.68,upi_qr,Pending
7521,2927,2025-04-11,2813.96,bill_pay,Failed
7522,1327,2025-01-23,4445.3,upi_qr,Pending
7523,3895,2025-03-13,960.82,send,Success
7524,2970,2025-05-24,4431.8,upi_qr,Success
7525,4142,2025-02-14,2213.22,send,Failed
7526,9303,2024-09-27,3216.6,receive,Success
7527,5255,2024-07-11,4200.56,receive,Success
7528,5423,2024-10-27,2111.29,bill_pay,Failed
7529,1955,2025-05-04,3867.89,send,Success
7530,9398,2025-03-17,647.45,receive,Success
7531,6138,2025-03-20,4397.94,recharge,Success
7532,9739,2024-10-11,2929.29,recharge,Failed
7533,1205,2024-11-18,1808.65,send,Success
7534,3389,2025-03-16,2368.65,bill_pay,Success
7535,1262,2024-09-13,4578.5,bill_pay,Failed
7536,2058,2024-11-04,4359.88,recharge,Failed
7537,1570,2024-10-22,1355.79,bill_pay,Failed
7538,6326,2024-12-25,3281.84,recharge,Failed
7539,2896,2025-01-15,4254.59,receive,Failed
7540,5784,2025-05-20,3725.74,send,Failed
7541,578,2025-05-02,1843.51,receive,Success
7542,5651,2025-03-25,734.19,upi_qr,Failed
7543,2917,2024-12-23,2307.84,upi_qr,Pending
7544,748,2024-12-10,3376.03,send,Failed
7545,4366,2024-10-15,2238.9,upi_qr,Failed
7546,1293,2024-12-08,2697.69,recharge,Pending
7547,8713,2024-08-03,1180.46,receive,Success
7548,9231,2025-06-08,2129.01,upi_qr,Success
7549,5449,2024-09-01,4436.72,upi_qr,Success
7550,1790,2025-01-17,4524.64,receive,Success
7551,8803,2025-04-21,543.25,send,Failed
7552,8843,2025-03-28,657.78,receive,Failed
7553,8359,2025-01-07,693.66,bill_pay,Failed
7554,5860,2024-11-03,2677.03,send,Failed
7555,8690,2024-06-23,3148.41,upi_qr,Failed
7556,8906,2024-09-19,3740.65,upi_qr,Failed
7557,776,2025-01-15,2215.45,send,Success
7558,6224,2025-04-29,124.4,recharge,Failed
7559,4710,2024-07-24,4819.7,send,Pending
7560,193,2025-02-06,3823.76,upi_qr,Success
7561,5611,2025-03-27,4552.88,upi_qr,Failed
7562,4495,2024-10-01,4830.9,receive,Failed
7563,8397,2025-01-01,4354.38,send,Pending
7564,4595,2025-05-21,4930.43,receive,Pending
7565,3422,2025-01-06,2982.16,upi_qr,Success
7566,6308,2024-08-06,4488.91,recharge,Failed
7567,650,2024-09-18,2068.23,upi_qr,Pending
7568,4369,2024-12-19,4092.64,recharge,Failed
7569,7655,2024-06-16,3130.74,upi_qr,Success
7570,3980,2025-03-14,715,bill_pay,Success
7571,2992,2024-11-15,1563.01,recharge,Failed
7572,9533,2025-04-01,3972.04,send,Pending
7573,5148,2025-04-25,3035.83,recharge,Pending
7574,8331,2025-05-08,1170.91,send,Success
7575,4864,2025-04-15,1183.31,receive,Failed
7576,7643,2024-06-18,4450.85,bill_pay,Success
7577,7468,2024-08-27,1596.15,receive,Success
7578,9961,2025-02-11,3030.91,upi_qr,Success
7579,7104,2024-07-09,3011.31,upi_qr,Failed
7580,9380,2025-03-07,1392.13,bill_pay,Success
7581,6859,2024-10-31,709.06,recharge,Success
7582,2561,2025-03-26,4080.55,bill_pay,Success
7583,623,2025-03-02,3977.6,send,Failed
7584,1872,2025-02-27,413.2,bill_pay,Failed
7585,5203,2024-08-08,2694.18,send,Failed
7586,7531,2024-10-06,2427.2,send,Success
7587,7100,2025-05-24,1435.37,recharge,Failed
7588,3484,2024-09-21,4521.65,receive,Success
7589,3902,2025-01-02,809.51,receive,Success
7590,7729,2024-11-26,1406.2,recharge,Pending
7591,1820,2024-06-23,4314.93,receive,Failed
7592,7039,2024-10-28,1585.15,send,Success
7593,2262,2025-03-16,365.75,bill_pay,Success
7594,6917,2024-09-03,2875.07,bill_pay,Pending
7595,8314,2024-06-13,1957.86,send,Success
7596,7178,2025-03-27,2563.48,upi_qr,Failed
7597,429,2024-11-09,3518.91,send,Success
7598,8414,2024-10-01,3161.79,recharge,Pending
7599,9139,2025-04-28,3963.23,upi_qr,Failed
7600,985,2025-01-16,4182.57,send,Pending
7601,9444,2024-06-28,736.06,receive,Failed
7602,6353,2025-05-22,2435.21,bill_pay,Pending
7603,1013,2024-08-25,2885.1,receive,Failed
7604,2670,2024-08-04,684.99,upi_qr,Failed
7605,6585,2025-02-24,2665.19,send,Pending
7606,2753,2024-12-12,4955.94,upi_qr,Success
7607,4838,2024-07-28,1589.77,send,Success
7608,7219,2025-05-12,638.56,send,Pending
7609,391,2025-02-10,3178.57,send,Pending
7610,4977,2024-11-05,3628.84,receive,Failed
7611,7141,2025-01-24,2704.14,upi_qr,Pending
7612,1248,2024-08-08,704.82,send,Pending
7613,2676,2025-04-02,4659.71,bill_pay,Pending
7614,5897,2024-11-16,1482.75,upi_qr,Failed
7615,4387,2025-02-03,1439.82,recharge,Failed
7616,3748,2024-07-04,308.96,bill_pay,Success
7617,8533,2025-05-28,3952.15,upi_qr,Pending
7618,9616,2024-07-10,958.51,bill_pay,Failed
7619,1360,2025-02-03,4876.92,receive,Failed
7620,8906,2024-08-13,179.72,recharge,Failed
7621,1200,2024-07-19,307.76,recharge,Success
7622,151,2024-06-11,2831.91,bill_pay,Success
7623,8024,2024-12-05,2035.37,receive,Success
7624,4142,2025-01-28,3622.98,receive,Success
7625,2722,2024-07-25,4981.52,recharge,Success
7626,9915,2025-03-24,1073.08,recharge,Pending
7627,6350,2025-01-09,1280.63,upi_qr,Pending
7628,1036,2024-07-21,3504.14,send,Failed
7629,4424,2024-08-16,3874.32,bill_pay,Success
7630,2318,2025-02-28,2988.91,bill_pay,Pending
7631,2719,2024-09-07,2563.3,upi_qr,Failed
7632,3318,2025-05-03,2047.52,receive,Failed
7633,1486,2024-07-21,4708.25,receive,Failed
7634,1704,2025-02-08,2841.18,bill_pay,Pending
7635,2103,2025-04-27,4720.33,bill_pay,Pending
7636,7345,2024-09-10,597.98,bill_pay,Success
7637,8201,2024-10-17,2369.79,receive,Failed
7638,2040,2025-04-04,2652.34,bill_pay,Failed
7639,4042,2024-07-04,4612.83,upi_qr,Failed
7640,1214,2025-04-26,1455.98,receive,Failed
7641,8100,2024-11-06,1971.25,send,Failed
7642,2592,2024-12-30,4357.15,receive,Pending
7643,9178,2025-04-20,3672.19,recharge,Pending
7644,1965,2025-01-24,800.08,send,Pending
7645,9074,2025-04-20,297.83,receive,Failed
7646,2279,2024-08-28,601.06,send,Failed
7647,2477,2025-02-27,1453.38,bill_pay,Success
7648,5197,2024-11-28,1474.32,recharge,Success
7649,5278,2024-07-24,3291.9,bill_pay,Success
7650,704,2024-07-22,3251.84,upi_qr,Success
7651,3815,2024-09-10,4973.01,bill_pay,Success
7652,7195,2024-09-20,2437.66,receive,Failed
7653,7165,2024-07-12,3997.07,send,Failed
7654,6030,2024-08-09,612.05,receive,Success
7655,2254,2024-06-15,3237.84,recharge,Failed
7656,7827,2024-07-27,2833.42,send,Failed
7657,2705,2024-08-23,2376.43,bill_pay,Success
7658,8793,2024-07-04,2874.83,bill_pay,Failed
7659,8690,2025-03-23,4476.05,send,Pending
7660,1989,2025-02-06,2402.17,send,Pending
7661,452,2025-03-20,735.04,receive,Success
7662,6384,2025-04-10,4269.46,recharge,Failed
7663,1066,2024-11-10,1527.18,recharge,Pending
7664,2282,2025-03-04,537.96,send,Pending
7665,502,2025-04-09,837.45,upi_qr,Pending
7666,8728,2024-10-29,3841.43,bill_pay,Pending
7667,4736,2025-05-22,3687.55,receive,Success
7668,8746,2024-08-15,4374.01,send,Success
7669,1335,2024-12-24,774.31,bill_pay,Success
7670,5284,2024-08-24,2160.02,upi_qr,Failed
7671,9236,2024-11-04,885.07,recharge,Success
7672,9698,2025-03-06,1022.46,send,Success
7673,1235,2024-06-30,167.02,receive,Pending
7674,2692,2024-12-08,104.97,upi_qr,Success
7675,7133,2024-12-03,43.19,send,Pending
7676,8525,2025-03-10,3757.23,send,Failed
7677,7821,2024-09-14,3681.98,send,Failed
7678,2552,2024-09-28,56.27,receive,Pending
7679,97,2024-08-18,2783.94,recharge,Success
7680,2207,2024-10-08,630.13,receive,Success
7681,7717,2024-07-28,2808.3,receive,Success
7682,2083,2024-09-01,365.44,send,Success
7683,6581,2024-08-10,2941.96,receive,Success
7684,3215,2025-01-05,4136.56,bill_pay,Pending
7685,8914,2024-08-07,4802.17,send,Pending
7686,9623,2024-10-21,485.19,upi_qr,Success
7687,8839,2025-04-28,4525.73,receive,Success
7688,7033,2024-12-07,4626.98,bill_pay,Pending
7689,7640,2024-11-06,3285.97,bill_pay,Pending
7690,3558,2024-09-02,2271.1,send,Failed
7691,5559,2025-04-17,2864.29,receive,Pending
7692,5829,2024-11-10,3924.17,upi_qr,Failed
7693,3788,2025-02-17,1813.89,recharge,Pending
7694,6118,2024-08-28,3471.68,bill_pay,Failed
7695,2850,2024-08-22,1727.97,receive,Failed
7696,4114,2024-06-12,3528.48,bill_pay,Success
7697,9660,2025-04-15,3453.42,upi_qr,Pending
7698,3793,2024-06-25,4190.72,recharge,Failed
7699,6096,2025-04-08,3214.35,upi_qr,Failed
7700,6987,2024-09-20,830.17,bill_pay,Pending
7701,5522,2025-04-29,3484.19,upi_qr,Failed
7702,9775,2024-07-25,3438.94,bill_pay,Success
7703,8698,2025-05-29,2772.12,recharge,Pending
7704,8576,2024-10-13,3401.11,receive,Success
7705,603,2025-06-07,3658.07,recharge,Failed
7706,4257,2025-05-30,280.52,receive,Failed
7707,3247,2025-03-14,2792.34,send,Success
7708,1797,2024-06-15,1056.58,recharge,Failed
7709,1975,2025-01-05,2764.57,bill_pay,Success
7710,242,2024-11-28,2564.62,send,Success
7711,4992,2024-07-31,2988.93,receive,Success
7712,3019,2024-08-10,1535.95,bill_pay,Pending
7713,9345,2024-09-24,1963.75,upi_qr,Pending
7714,4399,2025-03-29,2910.66,recharge,Failed
7715,9168,2024-06-18,431.77,bill_pay,Failed
7716,2948,2024-10-23,1819.42,upi_qr,Pending
7717,1944,2024-08-25,61.58,bill_pay,Success
7718,6728,2024-12-01,4713.47,bill_pay,Failed
7719,2588,2025-02-05,4591.69,send,Failed
7720,7239,2024-11-17,3679.34,receive,Pending
7721,8294,2025-01-03,414.13,send,Pending
7722,212,2024-10-20,2978.52,recharge,Pending
7723,225,2025-04-01,1922.45,send,Failed
7724,9343,2025-01-29,117.13,recharge,Failed
7725,357,2024-08-29,2874.02,send,Failed
7726,9065,2024-12-09,3011.06,recharge,Success
7727,3728,2024-11-27,3772.1,upi_qr,Success
7728,401,2024-10-19,3958.64,upi_qr,Failed
7729,1930,2024-08-03,3342.76,recharge,Failed
7730,5014,2024-10-30,3255.89,send,Pending
7731,5934,2025-04-14,926.27,receive,Failed
7732,6536,2025-03-31,368.21,bill_pay,Failed
7733,217,2024-08-26,1800.79,bill_pay,Failed
7734,2658,2025-01-16,3258.83,bill_pay,Pending
7735,7995,2024-12-18,4227.14,send,Pending
7736,4287,2024-10-20,2628.66,bill_pay,Failed
7737,309,2024-08-03,4645.15,bill_pay,Pending
7738,8224,2024-11-01,4447.88,receive,Failed
7739,9416,2025-05-04,4845.49,bill_pay,Pending
7740,8630,2024-09-22,3166,recharge,Failed
7741,4584,2024-08-27,4848.01,bill_pay,Failed
