ticket_id,user_id,issue_type,created_at,resolved
678,3420,Payment Failed,2025-06-04,1
679,1591,Slow App,2025-01-22,0
680,3079,Payment Failed,2025-05-24,0
681,9197,Slow App,2025-02-26,0
682,1968,Refund Not Received,2025-05-30,1
683,9841,Slow App,2025-03-29,1
684,4439,Slow App,2025-03-30,0
685,6045,Login Issue,2025-06-01,1
686,6185,Slow App,2025-05-18,1
687,870,Refund Not Received,2025-05-19,0
688,6379,Refund Not Received,2025-03-25,0
689,4138,Slow App,2024-12-26,0
690,8042,KYC Issue,2025-04-14,1
691,4488,Payment Failed,2025-04-03,1
692,9686,Login Issue,2024-12-31,1
693,347,Slow App,2025-01-19,1
694,4121,Refund Not Received,2025-03-21,1
695,9867,Refund Not Received,2025-01-30,0
696,3266,Slow App,2025-01-30,0
697,602,Slow App,2025-01-15,0
698,6549,Refund Not Received,2025-03-03,1
699,255,KYC Issue,2025-04-01,1
700,4414,KYC Issue,2024-12-24,1
701,1535,KYC Issue,2025-05-31,0
702,4352,Slow App,2025-01-15,1
703,4262,Slow App,2024-12-30,1
704,226,Refund Not Received,2025-03-23,0
705,7542,Payment Failed,2025-02-19,1
706,7793,Slow App,2025-05-15,0
707,192,KYC Issue,2025-05-28,1
708,4821,Payment Failed,2025-05-13,1
709,4393,Slow App,2025-04-24,1
710,9614,KYC Issue,2025-01-18,0
711,3949,KYC Issue,2025-01-26,1
712,4003,Slow App,2025-04-25,1
713,6029,Payment Failed,2025-05-12,1
714,2144,KYC Issue,2025-01-13,1
715,7448,Login Issue,2025-01-04,0
716,5243,Payment Failed,2025-04-12,1
717,3954,Payment Failed,2024-12-27,0
718,2539,Login Issue,2025-04-26,0
719,7562,KYC Issue,2025-01-26,1
720,1035,Refund Not Received,2025-03-26,1
721,9415,Refund Not Received,2024-12-21,1
722,6603,Login Issue,2024-12-31,0
723,5812,Refund Not Received,2025-01-27,1
724,2485,Login Issue,2025-05-18,1
725,5641,Login Issue,2025-02-19,0
726,8765,Slow App,2025-04-08,0
727,2338,Login Issue,2025-03-25,0
728,6389,KYC Issue,2025-01-12,1
729,1792,Refund Not Received,2025-02-13,1
730,8158,Payment Failed,2024-12-23,1
731,9739,Slow App,2025-05-18,1
732,2391,Login Issue,2025-02-11,1
733,2445,KYC Issue,2024-12-20,1
734,4018,Slow App,2025-05-04,1
735,4278,Login Issue,2025-01-01,1
736,7621,Payment Failed,2024-12-29,0
737,8905,Slow App,2024-12-30,0
738,7666,Refund Not Received,2025-05-24,0
739,8740,Login Issue,2025-05-12,1
740,681,Login Issue,2025-01-04,0
741,4318,Payment Failed,2025-05-01,0
742,613,Slow App,2025-03-06,0
743,4227,Login Issue,2025-04-12,0
744,2518,Login Issue,2025-05-06,1
745,9919,Login Issue,2025-01-05,0
746,7038,Refund Not Received,2025-03-17,1
747,7930,Login Issue,2025-05-07,0
748,367,Slow App,2025-03-10,0
749,9877,KYC Issue,2025-01-13,0
750,4083,KYC Issue,2025-05-16,0
751,3688,Payment Failed,2024-12-20,1
752,3327,KYC Issue,2025-05-21,1
753,1659,Refund Not Received,2024-12-13,0
754,2477,Login Issue,2025-02-13,0
755,9621,Payment Failed,2025-01-16,0
756,2562,Slow App,2025-04-09,1
757,2726,Slow App,2025-05-10,0
758,4437,Refund Not Received,2025-03-31,1
759,7402,Payment Failed,2025-03-01,1
760,7657,Slow App,2025-01-23,0
761,2812,Payment Failed,2025-02-22,1
762,7582,KYC Issue,2025-05-27,0
763,604,Refund Not Received,2025-04-27,0
764,2537,Payment Failed,2025-05-30,0
765,7347,Slow App,2025-05-19,0
766,2892,KYC Issue,2024-12-15,0
767,3742,Payment Failed,2025-05-14,0
768,58,KYC Issue,2025-05-09,0
769,235,Slow App,2025-01-30,1
770,7357,Refund Not Received,2025-04-29,0
771,7209,Login Issue,2025-02-03,1
772,8294,Refund Not Received,2025-03-07,1
773,4701,Slow App,2025-04-05,1
774,3341,Payment Failed,2025-05-08,0
775,4152,KYC Issue,2025-02-17,1
776,9966,Slow App,2024-12-30,1
777,8165,Payment Failed,2025-05-04,1
778,5516,Refund Not Received,2025-04-19,0
779,6742,Slow App,2025-04-11,1
780,5709,Refund Not Received,2025-02-25,0
781,8574,Login Issue,2025-02-20,1
782,7231,Refund Not Received,2025-01-09,1
783,3811,Refund Not Received,2025-05-02,0
784,1919,Login Issue,2025-04-10,0
785,3419,Refund Not Received,2024-12-30,0
786,4102,KYC Issue,2025-06-01,0
787,855,Slow App,2025-01-06,0
788,714,KYC Issue,2025-04-24,1
789,6258,KYC Issue,2025-03-16,1
790,4780,Payment Failed,2025-01-05,1
791,300,Login Issue,2025-02-20,0
792,5781,Login Issue,2025-04-20,0
793,1731,Refund Not Received,2025-01-03,1
794,4207,Payment Failed,2024-12-29,1
795,3470,Payment Failed,2024-12-12,1
796,2654,Slow App,2025-05-10,0
797,4890,Slow App,2025-05-29,0
798,1124,Payment Failed,2025-03-29,0
799,1169,KYC Issue,2025-05-02,0
800,8795,Payment Failed,2025-03-06,0
801,6285,Slow App,2025-05-25,1
802,6774,Slow App,2025-04-04,1
803,5135,Slow App,2025-04-07,0
804,579,Refund Not Received,2025-02-13,1
805,5034,Slow App,2025-05-19,1
806,2213,Login Issue,2025-02-26,1
807,7316,KYC Issue,2025-03-08,1
808,5828,Login Issue,2025-04-03,0
809,870,KYC Issue,2025-04-25,0
810,7851,Login Issue,2025-04-04,1
811,2715,Slow App,2024-12-15,0
812,97,Slow App,2025-01-05,0
813,7376,Refund Not Received,2025-04-09,1
814,6798,Slow App,2025-04-04,0
815,246,Slow App,2025-04-15,1
816,8401,Payment Failed,2025-03-01,0
817,8348,KYC Issue,2025-03-25,1
818,8588,Slow App,2025-02-07,0
819,3875,Slow App,2025-02-18,1
820,9612,Refund Not Received,2025-01-25,1
821,5992,Slow App,2025-01-16,1
822,3107,Login Issue,2025-02-16,1
823,1963,KYC Issue,2025-04-05,0
824,2344,Slow App,2025-02-19,0
825,2587,Slow App,2025-03-26,0
826,3626,Payment Failed,2025-05-28,0
827,634,Slow App,2025-01-13,0
828,5931,KYC Issue,2025-05-10,1
829,8345,Payment Failed,2025-05-18,1
830,2271,Refund Not Received,2024-12-27,1
831,7985,Slow App,2025-04-14,1
832,5129,KYC Issue,2025-05-20,1
833,7105,KYC Issue,2024-12-22,0
834,15,Login Issue,2025-04-06,0
835,4889,Refund Not Received,2025-01-21,0
836,6846,Refund Not Received,2025-05-31,1
837,3737,Slow App,2025-01-20,0
838,3355,Login Issue,2025-05-18,1
839,3806,Login Issue,2024-12-16,1
840,3384,Slow App,2025-03-18,0
841,3785,Payment Failed,2025-05-01,0
842,5551,KYC Issue,2024-12-12,0
843,1131,Payment Failed,2025-05-11,0
844,2402,Refund Not Received,2025-03-07,0
845,3446,KYC Issue,2025-02-27,0
846,7682,Payment Failed,2025-04-12,1
847,2403,Payment Failed,2025-02-02,1
848,5952,KYC Issue,2025-01-05,0
849,8614,Refund Not Received,2025-03-14,0
850,9097,Refund Not Received,2024-12-29,1
851,6636,Refund Not Received,2025-02-26,1
852,7809,Refund Not Received,2024-12-25,1
853,2348,KYC Issue,2025-05-31,1
854,4848,KYC Issue,2025-05-11,0
855,3286,KYC Issue,2025-04-16,1
856,6018,Payment Failed,2025-04-07,1
857,6033,Refund Not Received,2024-12-19,0
858,7824,Payment Failed,2025-04-02,1
859,9180,Slow App,2024-12-11,0
860,2123,Slow App,2025-03-16,0
861,7735,Refund Not Received,2025-03-19,1
862,1714,Payment Failed,2025-01-30,1
863,9764,Payment Failed,2025-01-16,1
864,2091,Refund Not Received,2025-03-10,1
865,2219,Payment Failed,2025-04-14,0
866,5541,Login Issue,2024-12-28,0
867,2778,Login Issue,2025-02-07,1
868,8042,Payment Failed,2025-01-21,0
869,8149,Slow App,2025-05-22,0
870,5529,KYC Issue,2025-05-16,1
871,1871,Login Issue,2025-05-15,1
872,7827,Slow App,2025-04-03,1
873,9685,KYC Issue,2025-03-26,1
874,8546,KYC Issue,2024-12-22,0
875,8110,Payment Failed,2025-04-24,0
876,132,Login Issue,2024-12-18,0
877,7175,Slow App,2025-02-20,0
878,7243,Payment Failed,2025-01-15,0
879,8494,KYC Issue,2025-03-25,1
880,321,Payment Failed,2024-12-30,0
881,6852,Slow App,2025-01-20,0
882,7560,KYC Issue,2025-01-03,0
883,4991,Payment Failed,2025-03-29,1
884,8818,Payment Failed,2025-04-22,0
885,2886,Login Issue,2025-03-31,1
886,5352,Refund Not Received,2025-01-09,0
887,2480,KYC Issue,2025-03-20,1
888,4703,Slow App,2025-05-14,1
889,161,Refund Not Received,2024-12-24,1
890,8070,Login Issue,2025-04-20,0
891,5005,KYC Issue,2025-04-01,0
892,5740,Login Issue,2025-04-14,0
893,9710,Refund Not Received,2025-02-12,0
894,9613,Slow App,2025-01-07,0
895,4250,Slow App,2025-03-30,0
896,3580,Refund Not Received,2025-04-12,0
897,4658,Login Issue,2025-01-06,1
898,649,Login Issue,2025-02-13,0
899,2843,Refund Not Received,2025-01-16,1
900,5169,Slow App,2025-02-16,0
901,7374,Slow App,2024-12-17,0
902,599,Login Issue,2025-05-17,0
903,1385,KYC Issue,2025-04-15,1
904,6080,Slow App,2025-03-23,1
905,5704,KYC Issue,2025-02-15,0
906,1892,Payment Failed,2025-01-28,1
907,166,KYC Issue,2025-04-18,1
908,5763,Payment Failed,2025-05-31,1
909,3042,Payment Failed,2025-01-12,0
910,71,Refund Not Received,2024-12-16,1
911,389,Slow App,2024-12-26,1
912,8971,KYC Issue,2025-03-21,1
913,971,KYC Issue,2025-02-13,0
914,8442,Login Issue,2025-03-25,0
915,4233,KYC Issue,2025-02-28,1
916,5930,Payment Failed,2025-03-08,1
917,121,Login Issue,2024-12-14,1
918,3879,Refund Not Received,2025-02-14,1
919,4940,Slow App,2025-03-17,0
920,9036,Login Issue,2025-01-06,1
921,9537,Payment Failed,2025-05-10,0
922,7075,Refund Not Received,2025-01-28,1
923,4163,Refund Not Received,2025-02-05,0
924,1430,Payment Failed,2025-05-01,0
925,3447,Payment Failed,2025-01-20,1
926,9476,Slow App,2025-03-23,0
927,762,KYC Issue,2025-03-22,1
928,2104,KYC Issue,2025-03-29,1
929,3823,Payment Failed,2024-12-18,1
930,4133,KYC Issue,2025-03-13,0
931,9378,Login Issue,2025-03-06,0
932,9447,Payment Failed,2025-04-07,0
933,8129,Login Issue,2025-01-16,0
934,6871,Refund Not Received,2025-04-16,0
935,7196,Slow App,2025-04-20,1
936,4963,KYC Issue,2025-04-27,1
937,2040,Slow App,2025-05-10,1
938,4250,Slow App,2025-04-04,0
939,7675,Slow App,2025-04-16,1
940,4426,KYC Issue,2025-05-03,0
941,4713,Login Issue,2024-12-12,1
942,8743,Payment Failed,2025-04-05,0
943,2904,Slow App,2025-05-04,0
944,4972,Slow App,2025-01-05,1
945,4704,Login Issue,2024-12-18,0
946,9129,Payment Failed,2025-01-08,1
947,2998,KYC Issue,2025-04-15,1
948,9569,Refund Not Received,2025-06-08,0
949,4174,Login Issue,2025-03-03,0
950,3330,Slow App,2025-05-25,1
951,3610,KYC Issue,2025-05-02,0
952,7140,Slow App,2025-06-02,0
953,1002,KYC Issue,2025-03-14,0
954,6710,Refund Not Received,2024-12-16,1
955,8625,Refund Not Received,2025-02-17,0
956,3435,KYC Issue,2025-01-10,1
957,4520,Refund Not Received,2025-03-26,0
958,1547,Slow App,2025-04-30,1
959,5167,Login Issue,2025-04-27,0
960,306,Payment Failed,2024-12-19,1
961,6383,Refund Not Received,2025-04-21,0
962,7337,Refund Not Received,2025-05-29,1
963,8921,Login Issue,2024-12-22,0
964,2310,KYC Issue,2025-01-05,1
965,8637,Login Issue,2025-03-27,1
966,792,Slow App,2024-12-29,0
967,8974,Slow App,2025-02-17,0
968,8009,Refund Not Received,2025-02-27,0
969,4035,KYC Issue,2025-04-05,0
970,170,KYC Issue,2025-01-17,0
971,7868,Login Issue,2025-01-18,0
972,1703,Refund Not Received,2025-04-20,0
973,5391,Refund Not Received,2025-04-10,1
974,9000,Login Issue,2025-03-24,1
975,6125,Login Issue,2025-03-02,1
976,2068,KYC Issue,2025-02-05,1
977,4111,Login Issue,2025-01-16,1
978,2654,Refund Not Received,2025-02-08,1
979,3883,KYC Issue,2025-05-25,1
980,5847,Payment Failed,2025-03-11,0
981,6946,Refund Not Received,2025-05-22,0
982,9582,Slow App,2025-06-06,1
983,9979,Refund Not Received,2025-04-22,1
984,8112,Login Issue,2025-03-16,0
985,3262,Payment Failed,2025-04-30,0
986,9548,Slow App,2025-05-01,1
987,9340,Login Issue,2025-04-07,1
988,1208,Slow App,2025-01-08,0
989,5218,Payment Failed,2024-12-21,1
990,1132,Payment Failed,2025-05-15,0
991,6153,Payment Failed,2025-01-22,0
992,3220,Payment Failed,2025-03-02,1
993,2090,KYC Issue,2025-02-18,0
994,189,Payment Failed,2025-01-19,0
995,5927,Refund Not Received,2025-06-02,1
996,6018,Slow App,2024-12-23,1
997,5617,Payment Failed,2025-03-30,1
998,7822,KYC Issue,2025-02-26,1
999,9010,Payment Failed,2025-05-20,0
1000,590,Payment Failed,2024-12-18,0
1001,9879,Refund Not Received,2025-03-03,1
1002,4002,Login Issue,2024-12-28,1
1003,924,Refund Not Received,2025-02-16,1
1004,7408,Refund Not Received,2024-12-14,0
1005,5801,Payment Failed,2024-12-19,1
1006,1072,Login Issue,2025-03-26,0
1007,4319,Slow App,2025-05-04,0
1008,31,Slow App,2025-03-22,1
1009,9348,Payment Failed,2025-05-13,1
1010,2,Refund Not Received,2025-03-29,1
1011,8016,Slow App,2025-05-28,0
1012,2925,Slow App,2025-01-29,0
1013,767,Payment Failed,2025-05-12,0
1014,5123,KYC Issue,2025-04-06,1
1015,5635,KYC Issue,2024-12-14,1
1016,5009,Slow App,2025-01-12,1
1017,6608,Refund Not Received,2025-03-27,1
1018,4892,KYC Issue,2025-05-13,0
1019,1438,Payment Failed,2025-06-03,0
1020,2565,Login Issue,2025-01-02,0
1021,5300,Refund Not Received,2025-05-12,0
1022,4415,Slow App,2025-03-20,0
1023,65,Login Issue,2025-05-16,1
1024,1170,KYC Issue,2025-02-24,0
1025,8107,Refund Not Received,2025-05-16,0
1026,9945,Refund Not Received,2025-01-28,0
1027,3966,Payment Failed,2025-05-31,0
1028,1441,KYC Issue,2025-05-03,1
1029,6782,Payment Failed,2025-01-25,0
1030,3866,Slow App,2025-04-17,0
1031,111,Payment Failed,2025-03-11,1
1032,3558,Slow App,2024-12-17,1
1033,3369,Payment Failed,2025-02-06,1
1034,9451,Refund Not Received,2024-12-30,0
1035,1875,Slow App,2025-05-13,0
1036,3944,Refund Not Received,2024-12-31,0
1037,9999,KYC Issue,2025-02-18,1
1038,9535,KYC Issue,2025-01-17,0
1039,6319,Payment Failed,2025-03-03,1
1040,8965,Slow App,2025-02-14,0
1041,4818,Refund Not Received,2025-05-07,0
1042,3793,KYC Issue,2025-01-29,1
1043,9445,Refund Not Received,2025-03-05,0
1044,1818,Payment Failed,2025-03-12,0
1045,8527,KYC Issue,2025-02-12,1
1046,5426,Login Issue,2025-01-13,0
1047,1932,KYC Issue,2025-03-03,1
1048,6944,KYC Issue,2025-02-13,0
1049,985,KYC Issue,2025-02-26,1
1050,109,Login Issue,2025-05-22,1
1051,4668,KYC Issue,2025-01-19,0
1052,6019,Payment Failed,2025-02-28,1
1053,8280,Refund Not Received,2025-02-18,1
1054,5282,Login Issue,2025-02-17,1
1055,2766,Refund Not Received,2025-01-17,0
1056,8745,KYC Issue,2025-05-01,0
1057,9680,Slow App,2025-02-28,1
1058,793,Login Issue,2025-05-02,1
1059,7253,Refund Not Received,2025-04-21,0
1060,438,KYC Issue,2025-03-21,0
1061,8379,Payment Failed,2025-02-26,0
1062,5477,KYC Issue,2025-02-09,0
1063,4175,Refund Not Received,2025-05-22,1
1064,4869,KYC Issue,2025-02-06,1
1065,1659,Slow App,2025-02-26,1
1066,578,Slow App,2025-05-14,1
1067,8999,Refund Not Received,2025-03-10,0
1068,7527,KYC Issue,2025-02-07,1
1069,7141,Refund Not Received,2025-05-21,1
1070,5418,Slow App,2024-12-18,1
1071,2501,Slow App,2025-02-06,0
1072,8257,Refund Not Received,2025-02-03,0
1073,2338,Payment Failed,2025-04-27,1
1074,7682,KYC Issue,2025-03-20,0
1075,1664,Login Issue,2025-05-11,0
1076,6824,Payment Failed,2025-04-08,1
1077,6563,Slow App,2025-06-02,1
1078,3754,Payment Failed,2024-12-23,1
1079,6406,Payment Failed,2025-01-02,0
1080,4593,Login Issue,2025-06-04,0
1081,9953,Login Issue,2025-01-24,0
1082,9694,Payment Failed,2025-01-06,1
1083,8429,Payment Failed,2024-12-19,1
1084,6644,Payment Failed,2025-02-01,1
1085,6071,Slow App,2025-02-01,1
1086,8892,Refund Not Received,2025-05-29,0
1087,2431,KYC Issue,2025-03-05,0
1088,6651,KYC Issue,2025-06-06,1
1089,1332,KYC Issue,2025-01-22,1
1090,2868,Login Issue,2025-04-16,1
1091,9975,Login Issue,2025-02-04,0
1092,3016,KYC Issue,2025-03-13,1
1093,8656,Slow App,2024-12-11,0
1094,2102,Login Issue,2024-12-22,0
1095,8813,Payment Failed,2024-12-12,1
1096,2730,Login Issue,2025-04-10,1
1097,8065,KYC Issue,2024-12-26,1
1098,2601,KYC Issue,2025-05-01,1
1099,2574,Login Issue,2025-04-20,0
1100,5533,KYC Issue,2025-04-29,1
1101,1495,Slow App,2025-04-19,0
1102,543,Refund Not Received,2025-02-26,1
1103,372,Login Issue,2025-05-25,0
1104,1840,Slow App,2024-12-18,0
1105,514,Refund Not Received,2025-03-29,1
1106,3237,Slow App,2025-03-20,0
1107,5154,KYC Issue,2025-03-20,1
1108,6825,KYC Issue,2025-05-26,1
1109,9320,KYC Issue,2025-05-04,0
1110,1710,Login Issue,2025-05-24,1
1111,8613,Payment Failed,2025-01-31,0
1112,2838,KYC Issue,2025-05-26,1
1113,3729,Login Issue,2025-04-24,1
1114,5804,Login Issue,2025-02-10,1
1115,846,Payment Failed,2025-04-11,1
1116,2301,Payment Failed,2025-06-01,0
1117,6645,Login Issue,2025-01-01,1
1118,2308,Login Issue,2025-02-21,0
1119,3798,KYC Issue,2025-05-18,0
1120,3794,Slow App,2024-12-29,0
1121,1022,Slow App,2025-01-22,0
1122,9851,Slow App,2025-04-22,0
1123,3500,KYC Issue,2025-01-16,1
1124,2498,KYC Issue,2025-01-21,0
1125,6627,KYC Issue,2025-01-22,0
1126,6252,Login Issue,2025-04-30,0
1127,7303,Slow App,2025-02-09,1
1128,8210,Payment Failed,2025-04-25,0
1129,2215,Login Issue,2025-01-24,1
1130,8500,Slow App,2025-04-04,0
1131,8685,Payment Failed,2025-02-06,0
1132,9184,Login Issue,2025-03-02,1
1133,4302,Slow App,2025-01-08,1
1134,9292,Payment Failed,2025-01-27,0
1135,6050,Payment Failed,2025-05-15,1
1136,9321,Refund Not Received,2025-02-10,0
1137,9207,Login Issue,2025-02-23,0
1138,3986,Refund Not Received,2025-04-02,0
1139,820,Login Issue,2025-04-12,1
1140,9593,Slow App,2025-01-05,1
1141,4370,Payment Failed,2025-03-23,0
1142,29,Refund Not Received,2024-12-21,1
1143,8790,Payment Failed,2025-05-28,1
1144,501,Payment Failed,2024-12-20,1
1145,8666,Refund Not Received,2025-06-04,1
1146,2962,Refund Not Received,2025-04-27,0
1147,5255,KYC Issue,2025-01-20,1
1148,3985,Refund Not Received,2025-02-19,1
1149,8018,Refund Not Received,2025-05-29,0
1150,671,Refund Not Received,2025-04-26,0
1151,7962,Slow App,2025-05-18,1
1152,9698,Slow App,2025-04-12,0
1153,6948,KYC Issue,2025-02-13,1
1154,3680,Slow App,2025-01-16,0
1155,7076,KYC Issue,2025-04-22,0
1156,2449,Refund Not Received,2025-04-16,0
1157,3891,Slow App,2025-03-26,1
1158,1130,Login Issue,2024-12-20,0
1159,2720,KYC Issue,2025-03-31,1
1160,9825,KYC Issue,2025-05-14,1
1161,4708,KYC Issue,2025-03-08,1
1162,6010,KYC Issue,2025-03-28,0
1163,8431,Payment Failed,2025-04-23,0
1164,7936,Login Issue,2025-02-02,1
1165,1388,Login Issue,2025-06-02,1
1166,4274,KYC Issue,2025-05-28,0
1167,4476,KYC Issue,2025-03-03,0
1168,362,Slow App,2024-12-29,1
1169,3536,Login Issue,2025-02-15,1
1170,948,KYC Issue,2025-03-22,0
1171,6974,Payment Failed,2025-03-23,1
1172,7907,Slow App,2025-05-05,1
1173,6118,KYC Issue,2025-03-29,1
1174,8366,Login Issue,2025-03-24,0
1175,1439,Refund Not Received,2025-01-15,0
1176,2644,Payment Failed,2024-12-23,1
1177,4651,KYC Issue,2025-03-23,1
1178,1707,Payment Failed,2025-04-19,1
1179,3432,Refund Not Received,2025-05-24,1
1180,1316,Slow App,2024-12-27,1
1181,9399,Payment Failed,2024-12-11,1
1182,6716,Payment Failed,2025-04-24,1
1183,9083,Refund Not Received,2024-12-30,0
1184,1171,Slow App,2025-04-24,1
1185,9693,Payment Failed,2025-03-21,0
1186,4896,Refund Not Received,2025-03-27,0
1187,5437,Login Issue,2025-01-16,1
1188,4663,Refund Not Received,2025-02-25,0
1189,8141,Payment Failed,2025-04-21,0
1190,401,KYC Issue,2024-12-16,0
1191,1843,Login Issue,2025-04-11,0
1192,8324,Payment Failed,2025-04-10,0
1193,1037,Refund Not Received,2025-05-28,0
1194,5163,Login Issue,2025-03-03,0
1195,1962,Refund Not Received,2025-02-23,1
1196,160,Refund Not Received,2025-04-12,0
1197,3209,Login Issue,2025-04-06,0
1198,5635,Payment Failed,2025-05-28,1
1199,3145,Login Issue,2025-04-14,1
1200,921,Refund Not Received,2025-04-05,0
1201,8150,Payment Failed,2025-04-19,0
1202,5693,Payment Failed,2025-05-02,0
1203,7637,KYC Issue,2025-02-27,0
1204,4317,Login Issue,2025-01-24,1
1205,3256,Refund Not Received,2025-01-26,1
1206,7157,KYC Issue,2025-01-25,0
1207,5691,Slow App,2025-04-12,0
1208,6045,Login Issue,2025-05-17,0
1209,910,Refund Not Received,2025-04-29,1
1210,5878,Payment Failed,2025-02-13,1
1211,3371,Refund Not Received,2025-05-08,0
1212,2180,Slow App,2025-01-23,1
1213,5771,Slow App,2025-01-14,1
1214,9884,Login Issue,2024-12-20,1
1215,6599,Payment Failed,2025-03-31,0
1216,7150,Slow App,2025-01-05,1
1217,5542,Login Issue,2025-04-05,0
1218,2024,KYC Issue,2024-12-11,1
1219,8318,Refund Not Received,2024-12-26,1
1220,7866,KYC Issue,2025-04-09,1
1221,8574,Login Issue,2025-03-03,1
1222,6820,KYC Issue,2025-04-20,1
1223,3500,Refund Not Received,2025-05-13,1
1224,1454,Login Issue,2025-04-22,0
1225,1864,Slow App,2024-12-16,0
1226,3283,Payment Failed,2024-12-26,0
1227,7386,KYC Issue,2025-03-16,0
1228,307,Login Issue,2025-06-05,0
1229,1521,KYC Issue,2025-02-22,0
1230,3352,Refund Not Received,2025-03-31,1
1231,3723,Login Issue,2024-12-25,0
1232,4814,Refund Not Received,2025-01-09,0
1233,149,Refund Not Received,2025-01-17,0
1234,8810,Slow App,2024-12-18,0
1235,4882,Login Issue,2025-04-22,0
1236,2734,Login Issue,2025-03-10,1
1237,562,Login Issue,2025-01-21,1
1238,7173,Slow App,2025-04-05,1
1239,1458,Slow App,2024-12-27,0
1240,9845,Login Issue,2024-12-20,1
1241,6506,Login Issue,2024-12-23,1
1242,4412,KYC Issue,2025-05-03,1
1243,3236,KYC Issue,2025-03-07,0
1244,3293,Refund Not Received,2025-05-30,0
1245,9713,Slow App,2024-12-11,1
1246,7019,Payment Failed,2025-04-20,1
1247,8578,Login Issue,2024-12-17,0
1248,7071,Login Issue,2025-04-13,1
1249,4562,Login Issue,2025-05-05,1
1250,6397,Refund Not Received,2025-05-16,0
1251,9819,Login Issue,2025-01-23,0
1252,8725,KYC Issue,2025-05-17,0
1253,7535,Slow App,2025-01-20,1
1254,7695,Refund Not Received,2025-05-12,1
1255,811,Refund Not Received,2025-01-28,1
1256,2982,Slow App,2025-02-27,1
1257,9494,Slow App,2025-04-09,1
1258,6057,Login Issue,2025-01-14,0
1259,4406,Refund Not Received,2025-02-17,1
1260,7783,Refund Not Received,2025-02-02,1
1261,4897,Refund Not Received,2025-06-02,1
1262,6634,Slow App,2025-05-10,1
1263,1852,Login Issue,2025-06-02,0
1264,7845,KYC Issue,2024-12-16,1
1265,6860,Payment Failed,2024-12-13,0
1266,7551,Slow App,2025-03-27,0
1267,1327,Login Issue,2025-03-28,1
1268,9837,Login Issue,2025-05-16,0
1269,7555,Login Issue,2025-06-07,1
1270,7420,Login Issue,2025-01-24,1
1271,9936,KYC Issue,2025-03-10,0
1272,8768,Payment Failed,2024-12-18,0
1273,7350,Payment Failed,2025-05-12,1
1274,2658,Slow App,2024-12-12,1
1275,1890,Payment Failed,2025-01-23,0
1276,367,KYC Issue,2025-04-30,0
1277,1102,KYC Issue,2025-01-01,1
1278,8021,Refund Not Received,2025-03-03,0
1279,3266,Slow App,2024-12-31,1
1280,2561,Slow App,2025-05-11,1
1281,2253,Login Issue,2025-05-08,0
1282,8300,Slow App,2025-03-29,1
1283,9657,Slow App,2025-02-21,1
1284,9974,KYC Issue,2025-05-20,1
1285,3879,Login Issue,2025-05-11,1
1286,7314,Login Issue,2025-03-18,1
1287,6560,Refund Not Received,2024-12-28,1
1288,2457,Slow App,2025-05-27,1
1289,4180,Refund Not Received,2025-04-14,0
1290,3405,Slow App,2025-04-24,1
1291,8527,Payment Failed,2025-01-30,0
1292,1361,Slow App,2025-04-19,1
1293,7272,KYC Issue,2025-01-24,1
1294,4237,Payment Failed,2025-03-01,0
1295,8645,Slow App,2025-02-18,1
1296,3696,KYC Issue,2025-05-20,1
1297,5895,KYC Issue,2025-03-03,1
1298,7092,Slow App,2025-02-16,1
1299,2656,Slow App,2025-04-07,0
1300,6998,Slow App,2025-04-08,0
1301,7611,KYC Issue,2025-02-16,0
1302,1980,Login Issue,2025-03-25,0
1303,7217,Refund Not Received,2025-03-04,0
1304,830,KYC Issue,2025-02-08,0
1305,7984,Login Issue,2025-06-08,1
1306,8929,Slow App,2024-12-26,1
1307,797,Refund Not Received,2025-05-16,1
1308,3040,Slow App,2025-06-07,1
1309,4174,Slow App,2025-01-17,1
1310,6257,Slow App,2025-02-03,1
1311,1342,KYC Issue,2025-03-27,1
1312,149,Login Issue,2025-04-10,0
1313,5722,Payment Failed,2025-03-29,1
1314,2371,Slow App,2024-12-18,0
1315,3807,Refund Not Received,2025-04-01,1
1316,5551,Payment Failed,2025-01-29,0
1317,8654,Payment Failed,2025-01-31,1
1318,9028,KYC Issue,2025-04-02,1
1319,5808,Payment Failed,2025-03-12,0
1320,4743,Payment Failed,2024-12-21,0
1321,3007,Slow App,2025-03-07,1
1322,7145,Refund Not Received,2025-01-03,0
1323,3887,Login Issue,2025-04-07,1
1324,6999,Payment Failed,2025-03-20,1
1325,5390,Slow App,2024-12-22,1
1326,6931,KYC Issue,2025-02-13,1
1327,2086,KYC Issue,2024-12-31,1
1328,9939,Payment Failed,2025-05-14,0
1329,4895,Login Issue,2025-03-09,1
1330,1937,Payment Failed,2025-01-23,0
1331,8339,Slow App,2025-03-05,1
1332,617,Login Issue,2024-12-30,0
1333,7628,KYC Issue,2024-12-29,1
1334,314,Refund Not Received,2025-04-16,0
1335,976,Payment Failed,2025-03-25,0
1336,3113,Slow App,2025-04-17,1
1337,1836,Refund Not Received,2025-03-22,0
1338,5596,Refund Not Received,2025-01-10,0
1339,4903,Slow App,2025-01-06,1
1340,5514,Slow App,2024-12-25,1
1341,3264,Login Issue,2025-03-24,1
1342,6787,Slow App,2025-03-16,0
1343,1093,Login Issue,2025-04-03,0
1344,7350,Payment Failed,2025-05-12,1
